126.186; -1.885;019.541;+60.817;     209;01 14 57;+60 33 16;P;    2.5;    4.1;  1.7;    5.1; 2-13
126.023; -0.136;019.583;+62.574;     210;01 15 04;+62 18 41;P;    3.1;    2.9;  0.9;    8.1; 2-13
123.972;+19.417;020.135;+82.230;     211;01 15 18;+81 58 03;P;    0.9;    0.9;  1.0;    5.1; 4-11
123.839;+20.665;020.356;+83.484;     212;01 15 39;+83 13 17;P;    7.5;    8.6;  1.2;   44.2; 5-11
125.147; +9.469;020.029;+72.218;     213;01 16 24;+71 57 19;P;    2.6;    4.7;  1.9;    7.1; 3-12
126.609; -4.024;019.922;+58.646;     214;01 16 31;+58 23 01;P;    3.2;    2.7;  0.9;    5.0; 1-14
126.035; +2.546;020.278;+65.238;     215;01 17 44;+64 58 36;P;    2.1;    3.0;  1.4;    6.9; 2-13
125.350; +8.922;020.467;+71.650;     216;01 18 10;+71 23 20;P;    2.0;    1.4;  0.7;    5.6; 3-12
126.000; +3.739;020.534;+66.428;     217;01 18 42;+66 10 00;P;    2.2;    2.1;  1.0;    5.8; 2-13
124.277;+18.144;020.993;+80.930;     218;01 19 01;+80 40 10;P;    5.2;    6.2;  1.2;   24.1; 4-11
126.337; +1.463;020.680;+64.127;     219;01 19 22;+63 51 59;P;    3.2;    3.6;  1.2;    7.1; 2-13
126.984; -3.733;020.704;+58.892;     220;01 19 37;+58 37 52;P;   10.2;   11.0;  1.1;   13.3; 1-14
126.655; -0.839;020.758;+61.804;     221;01 19 45;+61 32 35;P;    3.5;    3.2;  0.9;    7.8; 2-13
126.998; -3.097;020.884;+59.521;     222;01 20 19;+59 15 38;P;    5.9;    6.6;  1.1;    8.8; 1-14
126.828; -1.352;020.985;+61.274;     223;01 20 40;+61 00 47;P;    2.6;    2.3;  0.9;    5.3; 2-13
125.758; +7.320;021.083;+70.011;     224;01 20 42;+69 45 01;P;    1.6;    2.7;  1.7;    5.2; 3-13
126.253; +3.410;021.056;+66.070;     225;01 20 47;+65 48 34;P;    1.8;    2.1;  1.1;    5.2; 2-13
126.433; +2.222;021.120;+64.869;     226;01 21 05;+64 36 31;P;    2.4;    3.1;  1.3;    7.5; 2-13
127.383; -4.447;021.287;+58.133;     227;01 21 57;+57 52 23;C;    4.9;    6.1;  1.3;    6.7; 1-14
127.378; -4.324;021.309;+58.255;     228;01 22 02;+57 59 43;C;    3.7;    3.8;  1.0;    5.0; 1-14
125.520;+10.066;021.489;+72.765;     229;01 22 07;+72 30 17;P;   17.8;   18.9;  1.1;   38.5; 3-12
